Sample	Genotype	Region	Country	Date	Host	D13	PinfSSR8	PinfSSR4	Pi04	Pi70	PinfSSR6	Pi63	PiG11	Pi02	PinfSSR11	PinfSSR2	Pi4B	Missing	Present
PPI009-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI010-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI011-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI012	EC_1	S_America	Peru	2000	S_caripense	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI013-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	154/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI014-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI015-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI016-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI017-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI018-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	270/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI019-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI020-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI021-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI022-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/0	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI023-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI024-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI025-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/296	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI026	EC_1	S_America	Peru	2000	S_caripense	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI026-FTA	EC_1	S_America	Peru	2016	S_tuberosum	134/136/0	264/266/0	284/292/298	166/170/0	192/192/0	242/244/0	270/279/0	156/156/0	266/268/0	331/355/0	175/175/0	204/213/217	0	12
PPI027-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI028-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI029-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI030-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI031-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI032-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI033-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI034-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI035-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	270/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI036-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI037-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI038-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI039-FTA	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI040-FTA	EC_1	S_America	Peru	2017	S_tuberosum	132/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI041-FTA	EC_1	S_America	Peru	2017	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI042-FTA	EC_1	S_America	Peru	2017	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI044-FTA	EC_1	S_America	Peru	2017	S_tuberosum	136/136/0	260/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI045-FTA	EC_1	S_America	Peru	2017	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI066	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI067	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI068	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI069	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI070	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI071	EC_1	S_America	Peru	2016	Iochroma_grandiflorum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI072	EC_1	S_America	Peru	2016	Iochroma_grandiflorum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI073	EC_1	S_America	Peru	2016	S_grandidentatum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI074	EC_1	S_America	Peru	2016	S_grandidentatum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI075	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI077	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI078	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI080	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI082	EC_1	S_America	Peru	2016	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	154/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI083	EC_1	S_America	Peru	2017	S_tuberosum	132/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI085	EC_1	S_America	Peru	2017	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI086	EC_1	S_America	Peru	2017	S_tuberosum	132/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	266/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI088	EC_1	S_America	Peru	2017	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI090	EC_1	S_America	Peru	2017	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI091	EC_1	S_America	Peru	2017	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI093	EC_1	S_America	Peru	2017	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI095	EC_1	S_America	Peru	2017	S_tuberosum	132/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI096	EC_1	S_America	Peru	2017	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	270/270/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI097	EC_1	S_America	Peru	2017	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI098	EC_1	S_America	Peru	2017	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI099	EC_1	S_America	Peru	2017	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI100	EC_1	S_America	Peru	2017	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI101	EC_1	S_America	Peru	2017	S_tuberosum	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI109	EC_1	S_America	Peru	2017	S_caripense	136/136/0	264/266/0	284/292/0	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	262/268/0	331/355/0	173/175/0	204/213/221	0	12
PPI110	EC_1	S_America	Peru	2017	S_huancabambense	136/136/0	264/266/0	284/292/0	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	262/268/0	331/355/0	173/175/0	204/213/221	0	12
PPI111	EC_1	S_America	Peru	2017	S_huancabambense	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PPI112	EC_1	S_America	Peru	2017	S_huancabambense	136/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/272/0	331/355/0	173/175/0	204/213/217	0	12
PPU107-FTA	EC_1	S_America	Peru	2017	S_tuberosum	134/136/0	260/264/266	288/290/292	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	266/268/0	331/355/0	173/173/0	204/209/217	0	12
PPU109-FTA	EC_1	S_America	Peru	2017	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	266/268/0	331/355/0	173/175/0	204/209/217	0	12
PPU114-FTA	EC_1	S_America	Peru	2017	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	266/268/0	331/355/0	173/175/0	204/209/217	0	12
PPU116-FTA	EC_1	S_America	Peru	2017	S_tuberosum	134/136/0	264/266/0	284/294/0	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	266/268/0	331/355/0	173/175/0	204/209/217	0	12
PPU133-FTA	EC_1	S_America	Peru	2017	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	266/268/0	331/355/0	173/175/0	204/209/217	0	12
PPU134-FTA	EC_1	S_America	Peru	2017	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PPU135-FTA	EC_1	S_America	Peru	2017	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PPU136-FTA	EC_1	S_America	Peru	2017	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PPU137-FTA	EC_1	S_America	Peru	2017	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PSR007	EC_1	S_America	Peru	2008	S_bulbocastanum_X_S_tuberosum	134/140/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PSR008	EC_1	S_America	Peru	2008	S_bulbocastanum_X_S_tuberosum	134/134/0	266/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	205/217/0	0	12
PSR009	EC_1	S_America	Peru	2008	S_bulbocastanum_X_S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PTA001	EC_1	S_America	Peru	1998	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PTA002	EC_1	S_America	Peru	1998	S_tuberosum	134/136/0	264/266/0	284/292/296	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PTA003	EC_1	S_America	Peru	1998	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PTA020	EC_1	S_America	Peru	2013	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/160/0	266/268/0	331/355/0	173/175/0	204/213/217	0	12
PTA021	EC_1	S_America	Peru	2013	S_tuberosum	134/142/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PTA023	EC_1	S_America	Peru	2013	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/160/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PTA024	EC_1	S_America	Peru	2013	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PTA025	EC_1	S_America	Peru	2013	S_tuberosum	134/136/0	264/266/0	284/290/300	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	266/268/0	331/355/0	173/175/0	204/213/217	0	12
PTA026	EC_1	S_America	Peru	2013	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PVM001	EC_1	S_America	Peru	1998	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PVM002	EC_1	S_America	Peru	1998	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
PVM016	EC_1	S_America	Peru	2013	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PVM018	EC_1	S_America	Peru	2013	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PVM019	EC_1	S_America	Peru	2013	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PVM020	EC_1	S_America	Peru	2013	S_tuberosum	134/134/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PVM021	EC_1	S_America	Peru	2013	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PVM022	EC_1	S_America	Peru	2013	S_tuberosum	134/134/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PVM024	EC_1	S_America	Peru	2013	S_tuberosum	136/138/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PVM026	EC_1	S_America	Peru	2013	S_tuberosum	134/136/0	264/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/209/217	0	12
PVM028	EC_1	S_America	Peru	2013	S_tuberosum	134/136/0	266/266/0	284/292/294	166/170/0	192/192/0	242/244/0	279/279/0	156/156/0	268/268/0	331/355/0	173/175/0	204/213/217	0	12
Barpeta_Potato_2	EU_13_A2	Asia	India	2014	S_tuberosum	136/154/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Barpeta_Tomato_1	EU_13_A2	Asia	India	2014	S_lycopersicum	136/154/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Barpeta_Tomato_2	EU_13_A2	Asia	India	2014	S_lycopersicum	136/154/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Barpeta_Tomato_3	EU_13_A2	Asia	India	2014	S_lycopersicum	136/154/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Barpeta_Tomato_4	EU_13_A2	Asia	India	2014	S_lycopersicum	136/154/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Bonmukha_jyoti	EU_13_A2	Asia	India	2014	S_tuberosum	136/138/154	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	154/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Chamurchi_jyoti_1	EU_13_A2	Asia	India	2014	S_tuberosum	136/138/156	260/266/0	284/292/0	166/170/0	192/192/0	240/244/0	273/279/0	154/158/160	266/268/0	341/341/0	173/173/0	203/205/213	0	12
Chamurchi_jyoti_2	EU_13_A2	Asia	India	2014	S_tuberosum	136/138/156	260/266/0	284/292/0	166/170/0	192/192/0	240/244/0	273/279/0	154/158/160	266/268/0	341/341/0	173/173/0	203/205/213	0	12
Dinhata_Tomato_1	EU_13_A2	Asia	India	2014	S_lycopersicum	136/154/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Dinhata_Tomato_2	EU_13_A2	Asia	India	2014	S_lycopersicum	136/154/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Dinhata_Tomato_3	EU_13_A2	Asia	India	2014	S_lycopersicum	136/154/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Dishra_S6_1	EU_13_A2	Asia	India	2014	S_tuberosum	136/154/0	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	154/160/164	266/266/0	341/341/0	173/173/0	205/213/0	0	12
Dishra_S6_2	EU_13_A2	Asia	India	2014	S_tuberosum	136/154/0	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	154/160/168	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Dishra_S6_3	EU_13_A2	Asia	India	2014	S_tuberosum	136/154/0	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	154/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Dishra_S6_4	EU_13_A2	Asia	India	2014	S_tuberosum	136/154/0	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	154/160/168	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Haldibari_F_1	EU_13_A2	Asia	India	2014	S_lycopersicum	136/146/154	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Haldibari_F1_2	EU_13_A2	Asia	India	2014	S_lycopersicum	136/154/0	260/266/0	284/294/0	166/170/0	192/192/0	240/240/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Haldibari_F_2	EU_13_A2	Asia	India	2014	S_lycopersicum	136/154/0	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Haldibari_F_3	EU_13_A2	Asia	India	2014	S_lycopersicum	136/154/0	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Haldibari_Tomato_5	EU_13_A2	Asia	India	2014	S_lycopersicum	136/138/156	260/266/0	284/292/294	166/166/0	192/192/0	240/244/0	273/279/0	154/158/160	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Haripal_103_1	EU_13_A2	Asia	India	2014	S_tuberosum	136/154/0	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	154/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Haripal_103_2	EU_13_A2	Asia	India	2014	S_tuberosum	136/154/0	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	154/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Haripal_103_3	EU_13_A2	Asia	India	2014	S_tuberosum	136/154/0	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	154/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Haripal_S6_1	EU_13_A2	Asia	India	2014	S_tuberosum	136/154/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	156/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Lataguri_serpa_alu_1	EU_13_A2	Asia	India	2014	S_tuberosum	136/138/156	260/266/0	284/294/308	166/170/0	192/192/0	240/244/0	273/279/0	154/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Lataguri_serpa_alu_2	EU_13_A2	Asia	India	2014	S_tuberosum	136/138/156	260/266/0	284/294/302	166/170/0	192/192/0	240/244/0	273/279/0	154/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
